,country,region,year,count
32472,AT,MAŁOPOLSKIE,2005,39796.0
32473,AT,MAŁOPOLSKIE,2006,36299.0
32474,AT,MAŁOPOLSKIE,2007,37756.0
32475,AT,MAŁOPOLSKIE,2008,34372.0
32476,AT,MAŁOPOLSKIE,2009,34078.0
32477,AT,MAŁOPOLSKIE,2010,36307.0
32478,AT,MAŁOPOLSKIE,2011,34190.0
32479,AT,MAŁOPOLSKIE,2012,37639.0
32480,AT,MAŁOPOLSKIE,2013,42234.0
32481,AT,MAŁOPOLSKIE,2014,39009.0
32482,AT,MAŁOPOLSKIE,2015,39480.0
32483,AT,MAŁOPOLSKIE,2016,40404.0
32484,AT,MAŁOPOLSKIE,2017,41077.0
32485,AT,MAŁOPOLSKIE,2018,41201.0
32486,AT,MAŁOPOLSKIE,2019,39331.0
34244,AT,ŚLĄSKIE,2005,12421.0
34245,AT,ŚLĄSKIE,2006,12796.0
34246,AT,ŚLĄSKIE,2007,15891.0
34247,AT,ŚLĄSKIE,2008,11382.0
34248,AT,ŚLĄSKIE,2009,10791.0
34249,AT,ŚLĄSKIE,2010,9920.0
34250,AT,ŚLĄSKIE,2011,10711.0
34251,AT,ŚLĄSKIE,2012,10626.0
34252,AT,ŚLĄSKIE,2013,10968.0
34253,AT,ŚLĄSKIE,2014,11387.0
34254,AT,ŚLĄSKIE,2015,13076.0
34255,AT,ŚLĄSKIE,2016,16316.0
34256,AT,ŚLĄSKIE,2017,13822.0
34257,AT,ŚLĄSKIE,2018,14249.0
34258,AT,ŚLĄSKIE,2019,13445.0
35865,AT,LUBUSKIE,2005,651.0
35866,AT,LUBUSKIE,2006,637.0
35867,AT,LUBUSKIE,2007,666.0
35868,AT,LUBUSKIE,2008,1817.0
35869,AT,LUBUSKIE,2009,1021.0
35870,AT,LUBUSKIE,2010,1292.0
35871,AT,LUBUSKIE,2011,1527.0
35872,AT,LUBUSKIE,2012,1085.0
35873,AT,LUBUSKIE,2013,1373.0
35874,AT,LUBUSKIE,2014,1123.0
35875,AT,LUBUSKIE,2015,1584.0
35876,AT,LUBUSKIE,2016,2767.0
35877,AT,LUBUSKIE,2017,1331.0
35878,AT,LUBUSKIE,2018,894.0
35879,AT,LUBUSKIE,2019,984.0
36753,AT,WIELKOPOLSKIE,2005,5323.0
36754,AT,WIELKOPOLSKIE,2006,6877.0
36755,AT,WIELKOPOLSKIE,2007,5666.0
36756,AT,WIELKOPOLSKIE,2008,5909.0
36757,AT,WIELKOPOLSKIE,2009,5854.0
36758,AT,WIELKOPOLSKIE,2010,6522.0
36759,AT,WIELKOPOLSKIE,2011,6873.0
36760,AT,WIELKOPOLSKIE,2012,6703.0
36761,AT,WIELKOPOLSKIE,2013,5643.0
36762,AT,WIELKOPOLSKIE,2014,5262.0
36763,AT,WIELKOPOLSKIE,2015,6126.0
36764,AT,WIELKOPOLSKIE,2016,7252.0
36765,AT,WIELKOPOLSKIE,2017,7178.0
36766,AT,WIELKOPOLSKIE,2018,6875.0
36767,AT,WIELKOPOLSKIE,2019,7183.0
38583,AT,ZACHODNIOPOMORSKIE,2005,3594.0
38584,AT,ZACHODNIOPOMORSKIE,2006,3452.0
38585,AT,ZACHODNIOPOMORSKIE,2007,3931.0
38586,AT,ZACHODNIOPOMORSKIE,2008,3166.0
38587,AT,ZACHODNIOPOMORSKIE,2009,2877.0
38588,AT,ZACHODNIOPOMORSKIE,2010,2785.0
38589,AT,ZACHODNIOPOMORSKIE,2011,4065.0
38590,AT,ZACHODNIOPOMORSKIE,2012,4171.0
38591,AT,ZACHODNIOPOMORSKIE,2013,6024.0
38592,AT,ZACHODNIOPOMORSKIE,2014,3340.0
38593,AT,ZACHODNIOPOMORSKIE,2015,5094.0
38594,AT,ZACHODNIOPOMORSKIE,2016,4817.0
38595,AT,ZACHODNIOPOMORSKIE,2017,6230.0
38596,AT,ZACHODNIOPOMORSKIE,2018,8744.0
38597,AT,ZACHODNIOPOMORSKIE,2019,8643.0
39588,AT,DOLNOŚLĄSKIE,2005,10907.0
39589,AT,DOLNOŚLĄSKIE,2006,9914.0
39590,AT,DOLNOŚLĄSKIE,2007,9318.0
39591,AT,DOLNOŚLĄSKIE,2008,8345.0
39592,AT,DOLNOŚLĄSKIE,2009,6988.0
39593,AT,DOLNOŚLĄSKIE,2010,9460.0
39594,AT,DOLNOŚLĄSKIE,2011,12644.0
39595,AT,DOLNOŚLĄSKIE,2012,10655.0
39596,AT,DOLNOŚLĄSKIE,2013,10517.0
39597,AT,DOLNOŚLĄSKIE,2014,10720.0
39598,AT,DOLNOŚLĄSKIE,2015,13834.0
39599,AT,DOLNOŚLĄSKIE,2016,16900.0
39600,AT,DOLNOŚLĄSKIE,2017,13396.0
39601,AT,DOLNOŚLĄSKIE,2018,13729.0
39602,AT,DOLNOŚLĄSKIE,2019,12402.0
41277,AT,OPOLSKIE,2005,747.0
41278,AT,OPOLSKIE,2006,772.0
41279,AT,OPOLSKIE,2007,1293.0
41280,AT,OPOLSKIE,2008,1088.0
41281,AT,OPOLSKIE,2009,908.0
41282,AT,OPOLSKIE,2010,1009.0
41283,AT,OPOLSKIE,2011,1410.0
41284,AT,OPOLSKIE,2012,986.0
41285,AT,OPOLSKIE,2013,991.0
41286,AT,OPOLSKIE,2014,1018.0
41287,AT,OPOLSKIE,2015,2123.0
41288,AT,OPOLSKIE,2016,1920.0
41289,AT,OPOLSKIE,2017,2187.0
41290,AT,OPOLSKIE,2018,1238.0
41291,AT,OPOLSKIE,2019,1959.0
42049,AT,KUJAWSKO-POMORSKIE,2005,1908.0
42050,AT,KUJAWSKO-POMORSKIE,2006,1692.0
42051,AT,KUJAWSKO-POMORSKIE,2007,2486.0
42052,AT,KUJAWSKO-POMORSKIE,2008,1972.0
42053,AT,KUJAWSKO-POMORSKIE,2009,1884.0
42054,AT,KUJAWSKO-POMORSKIE,2010,2128.0
42055,AT,KUJAWSKO-POMORSKIE,2011,2454.0
42056,AT,KUJAWSKO-POMORSKIE,2012,2904.0
42057,AT,KUJAWSKO-POMORSKIE,2013,3351.0
42058,AT,KUJAWSKO-POMORSKIE,2014,2181.0
42059,AT,KUJAWSKO-POMORSKIE,2015,3310.0
42060,AT,KUJAWSKO-POMORSKIE,2016,3112.0
42061,AT,KUJAWSKO-POMORSKIE,2017,3374.0
42062,AT,KUJAWSKO-POMORSKIE,2018,2568.0
42063,AT,KUJAWSKO-POMORSKIE,2019,2796.0
42818,AT,POMORSKIE,2005,5852.0
42819,AT,POMORSKIE,2006,7265.0
42820,AT,POMORSKIE,2007,6131.0
42821,AT,POMORSKIE,2008,6180.0
42822,AT,POMORSKIE,2009,5305.0
42823,AT,POMORSKIE,2010,5439.0
42824,AT,POMORSKIE,2011,6384.0
42825,AT,POMORSKIE,2012,6892.0
42826,AT,POMORSKIE,2013,7130.0
42827,AT,POMORSKIE,2014,12765.0
42828,AT,POMORSKIE,2015,7605.0
42829,AT,POMORSKIE,2016,8662.0
42830,AT,POMORSKIE,2017,8529.0
42831,AT,POMORSKIE,2018,12189.0
42832,AT,POMORSKIE,2019,11581.0
43844,AT,WARMIŃSKO-MAZURSKIE,2005,2872.0
43845,AT,WARMIŃSKO-MAZURSKIE,2006,5799.0
43846,AT,WARMIŃSKO-MAZURSKIE,2007,2719.0
43847,AT,WARMIŃSKO-MAZURSKIE,2008,2676.0
43848,AT,WARMIŃSKO-MAZURSKIE,2009,8192.0
43849,AT,WARMIŃSKO-MAZURSKIE,2010,2522.0
43850,AT,WARMIŃSKO-MAZURSKIE,2011,2245.0
43851,AT,WARMIŃSKO-MAZURSKIE,2012,3283.0
43852,AT,WARMIŃSKO-MAZURSKIE,2013,2288.0
43853,AT,WARMIŃSKO-MAZURSKIE,2014,3167.0
43854,AT,WARMIŃSKO-MAZURSKIE,2015,2739.0
43855,AT,WARMIŃSKO-MAZURSKIE,2016,3073.0
43856,AT,WARMIŃSKO-MAZURSKIE,2017,3276.0
43857,AT,WARMIŃSKO-MAZURSKIE,2018,3269.0
43858,AT,WARMIŃSKO-MAZURSKIE,2019,3365.0
44936,AT,ŁÓDZKIE,2005,3872.0
44937,AT,ŁÓDZKIE,2006,3578.0
44938,AT,ŁÓDZKIE,2007,4477.0
44939,AT,ŁÓDZKIE,2008,3246.0
44940,AT,ŁÓDZKIE,2009,4001.0
44941,AT,ŁÓDZKIE,2010,4618.0
44942,AT,ŁÓDZKIE,2011,3742.0
44943,AT,ŁÓDZKIE,2012,3110.0
44944,AT,ŁÓDZKIE,2013,3220.0
44945,AT,ŁÓDZKIE,2014,4421.0
44946,AT,ŁÓDZKIE,2015,4883.0
44947,AT,ŁÓDZKIE,2016,4427.0
44948,AT,ŁÓDZKIE,2017,3400.0
44949,AT,ŁÓDZKIE,2018,4627.0
44950,AT,ŁÓDZKIE,2019,3817.0
46085,AT,ŚWIĘTOKRZYSKIE,2005,821.0
46086,AT,ŚWIĘTOKRZYSKIE,2006,684.0
46087,AT,ŚWIĘTOKRZYSKIE,2007,1154.0
46088,AT,ŚWIĘTOKRZYSKIE,2008,1336.0
46089,AT,ŚWIĘTOKRZYSKIE,2009,921.0
46090,AT,ŚWIĘTOKRZYSKIE,2010,949.0
46091,AT,ŚWIĘTOKRZYSKIE,2011,1133.0
46092,AT,ŚWIĘTOKRZYSKIE,2012,1278.0
46093,AT,ŚWIĘTOKRZYSKIE,2013,1328.0
46094,AT,ŚWIĘTOKRZYSKIE,2014,1141.0
46095,AT,ŚWIĘTOKRZYSKIE,2015,1011.0
46096,AT,ŚWIĘTOKRZYSKIE,2016,1245.0
46097,AT,ŚWIĘTOKRZYSKIE,2017,1319.0
46098,AT,ŚWIĘTOKRZYSKIE,2018,1642.0
46099,AT,ŚWIĘTOKRZYSKIE,2019,1505.0
46674,AT,LUBELSKIE,2005,1621.0
46675,AT,LUBELSKIE,2006,1730.0
46676,AT,LUBELSKIE,2007,1104.0
46677,AT,LUBELSKIE,2008,1343.0
46678,AT,LUBELSKIE,2009,1094.0
46679,AT,LUBELSKIE,2010,1388.0
46680,AT,LUBELSKIE,2011,1080.0
46681,AT,LUBELSKIE,2012,815.0
46682,AT,LUBELSKIE,2013,807.0
46683,AT,LUBELSKIE,2014,1176.0
46684,AT,LUBELSKIE,2015,955.0
46685,AT,LUBELSKIE,2016,896.0
46686,AT,LUBELSKIE,2017,1067.0
46687,AT,LUBELSKIE,2018,1209.0
46688,AT,LUBELSKIE,2019,1066.0
47379,AT,PODKARPACKIE,2005,1729.0
47380,AT,PODKARPACKIE,2006,1821.0
47381,AT,PODKARPACKIE,2007,8783.0
47382,AT,PODKARPACKIE,2008,2328.0
47383,AT,PODKARPACKIE,2009,1835.0
47384,AT,PODKARPACKIE,2010,3256.0
47385,AT,PODKARPACKIE,2011,1983.0
47386,AT,PODKARPACKIE,2012,2018.0
47387,AT,PODKARPACKIE,2013,1648.0
47388,AT,PODKARPACKIE,2014,1826.0
47389,AT,PODKARPACKIE,2015,3195.0
47390,AT,PODKARPACKIE,2016,2733.0
47391,AT,PODKARPACKIE,2017,2931.0
47392,AT,PODKARPACKIE,2018,1614.0
47393,AT,PODKARPACKIE,2019,1854.0
48448,AT,PODLASKIE,2005,759.0
48449,AT,PODLASKIE,2006,723.0
48450,AT,PODLASKIE,2007,529.0
48451,AT,PODLASKIE,2008,585.0
48452,AT,PODLASKIE,2009,627.0
48453,AT,PODLASKIE,2010,1022.0
48454,AT,PODLASKIE,2011,1614.0
48455,AT,PODLASKIE,2012,1081.0
48456,AT,PODLASKIE,2013,1588.0
48457,AT,PODLASKIE,2014,720.0
48458,AT,PODLASKIE,2015,894.0
48459,AT,PODLASKIE,2016,1128.0
48460,AT,PODLASKIE,2017,1075.0
48461,AT,PODLASKIE,2018,769.0
48462,AT,PODLASKIE,2019,1017.0
49056,AT,MAZOWIECKIE,2005,21040.0
49057,AT,MAZOWIECKIE,2006,19566.0
49058,AT,MAZOWIECKIE,2007,21427.0
49059,AT,MAZOWIECKIE,2008,22144.0
49060,AT,MAZOWIECKIE,2009,25006.0
49061,AT,MAZOWIECKIE,2010,23657.0
49062,AT,MAZOWIECKIE,2011,27325.0
49063,AT,MAZOWIECKIE,2012,29939.0
49064,AT,MAZOWIECKIE,2013,26594.0
49065,AT,MAZOWIECKIE,2014,27413.0
49066,AT,MAZOWIECKIE,2015,22450.0
49067,AT,MAZOWIECKIE,2016,22724.0
49068,AT,MAZOWIECKIE,2017,24502.0
49069,AT,MAZOWIECKIE,2018,26505.0
49070,AT,MAZOWIECKIE,2019,25148.0
50923,BE,MAŁOPOLSKIE,2005,38151.0
50924,BE,MAŁOPOLSKIE,2006,35916.0
50925,BE,MAŁOPOLSKIE,2007,42955.0
50926,BE,MAŁOPOLSKIE,2008,37378.0
50927,BE,MAŁOPOLSKIE,2009,33854.0
50928,BE,MAŁOPOLSKIE,2010,42185.0
50929,BE,MAŁOPOLSKIE,2011,44417.0
50930,BE,MAŁOPOLSKIE,2012,45496.0
50931,BE,MAŁOPOLSKIE,2013,45428.0
50932,BE,MAŁOPOLSKIE,2014,46702.0
50933,BE,MAŁOPOLSKIE,2015,57474.0
50934,BE,MAŁOPOLSKIE,2016,62570.0
50935,BE,MAŁOPOLSKIE,2017,63336.0
50936,BE,MAŁOPOLSKIE,2018,58885.0
50937,BE,MAŁOPOLSKIE,2019,63126.0
52569,BE,ŚLĄSKIE,2005,7844.0
52570,BE,ŚLĄSKIE,2006,7243.0
52571,BE,ŚLĄSKIE,2007,8259.0
52572,BE,ŚLĄSKIE,2008,8265.0
52573,BE,ŚLĄSKIE,2009,6870.0
52574,BE,ŚLĄSKIE,2010,8186.0
52575,BE,ŚLĄSKIE,2011,8035.0
52576,BE,ŚLĄSKIE,2012,7232.0
52577,BE,ŚLĄSKIE,2013,7981.0
52578,BE,ŚLĄSKIE,2014,8645.0
52579,BE,ŚLĄSKIE,2015,9246.0
52580,BE,ŚLĄSKIE,2016,8363.0
52581,BE,ŚLĄSKIE,2017,9143.0
52582,BE,ŚLĄSKIE,2018,11899.0
52583,BE,ŚLĄSKIE,2019,10769.0
54110,BE,LUBUSKIE,2005,3737.0
54111,BE,LUBUSKIE,2006,2979.0
54112,BE,LUBUSKIE,2007,2935.0
54113,BE,LUBUSKIE,2008,3188.0
54114,BE,LUBUSKIE,2009,3151.0
54115,BE,LUBUSKIE,2010,3297.0
54116,BE,LUBUSKIE,2011,3131.0
54117,BE,LUBUSKIE,2012,3402.0
54118,BE,LUBUSKIE,2013,2894.0
54119,BE,LUBUSKIE,2014,3105.0
54120,BE,LUBUSKIE,2015,3096.0
54121,BE,LUBUSKIE,2016,3611.0
54122,BE,LUBUSKIE,2017,3880.0
54123,BE,LUBUSKIE,2018,3696.0
54124,BE,LUBUSKIE,2019,3404.0
55283,BE,WIELKOPOLSKIE,2005,10219.0
55284,BE,WIELKOPOLSKIE,2006,10030.0
55285,BE,WIELKOPOLSKIE,2007,7496.0
55286,BE,WIELKOPOLSKIE,2008,9245.0
55287,BE,WIELKOPOLSKIE,2009,7931.0
55288,BE,WIELKOPOLSKIE,2010,10790.0
55289,BE,WIELKOPOLSKIE,2011,8493.0
55290,BE,WIELKOPOLSKIE,2012,7304.0
55291,BE,WIELKOPOLSKIE,2013,7720.0
55292,BE,WIELKOPOLSKIE,2014,8730.0
55293,BE,WIELKOPOLSKIE,2015,8712.0
55294,BE,WIELKOPOLSKIE,2016,10282.0
55295,BE,WIELKOPOLSKIE,2017,8665.0
55296,BE,WIELKOPOLSKIE,2018,8399.0
55297,BE,WIELKOPOLSKIE,2019,7400.0
57466,BE,ZACHODNIOPOMORSKIE,2005,4588.0
57467,BE,ZACHODNIOPOMORSKIE,2006,4111.0
57468,BE,ZACHODNIOPOMORSKIE,2007,4657.0
57469,BE,ZACHODNIOPOMORSKIE,2008,3701.0
57470,BE,ZACHODNIOPOMORSKIE,2009,4122.0
57471,BE,ZACHODNIOPOMORSKIE,2010,4216.0
57472,BE,ZACHODNIOPOMORSKIE,2011,4293.0
57473,BE,ZACHODNIOPOMORSKIE,2012,4761.0
57474,BE,ZACHODNIOPOMORSKIE,2013,5773.0
57475,BE,ZACHODNIOPOMORSKIE,2014,6288.0
57476,BE,ZACHODNIOPOMORSKIE,2015,6004.0
57477,BE,ZACHODNIOPOMORSKIE,2016,5408.0
57478,BE,ZACHODNIOPOMORSKIE,2017,6655.0
57479,BE,ZACHODNIOPOMORSKIE,2018,7150.0
57480,BE,ZACHODNIOPOMORSKIE,2019,7268.0
58744,BE,DOLNOŚLĄSKIE,2005,13333.0
58745,BE,DOLNOŚLĄSKIE,2006,11770.0
58746,BE,DOLNOŚLĄSKIE,2007,11709.0
58747,BE,DOLNOŚLĄSKIE,2008,10474.0
58748,BE,DOLNOŚLĄSKIE,2009,10182.0
58749,BE,DOLNOŚLĄSKIE,2010,12114.0
58750,BE,DOLNOŚLĄSKIE,2011,12795.0
58751,BE,DOLNOŚLĄSKIE,2012,12396.0
58752,BE,DOLNOŚLĄSKIE,2013,12739.0
58753,BE,DOLNOŚLĄSKIE,2014,11892.0
58754,BE,DOLNOŚLĄSKIE,2015,11289.0
58755,BE,DOLNOŚLĄSKIE,2016,12676.0
58756,BE,DOLNOŚLĄSKIE,2017,12499.0
58757,BE,DOLNOŚLĄSKIE,2018,14014.0
58758,BE,DOLNOŚLĄSKIE,2019,16743.0
60453,BE,OPOLSKIE,2005,702.0
60454,BE,OPOLSKIE,2006,754.0
60455,BE,OPOLSKIE,2007,916.0
60456,BE,OPOLSKIE,2008,713.0
60457,BE,OPOLSKIE,2009,686.0
60458,BE,OPOLSKIE,2010,1278.0
60459,BE,OPOLSKIE,2011,1103.0
60460,BE,OPOLSKIE,2012,606.0
60461,BE,OPOLSKIE,2013,643.0
60462,BE,OPOLSKIE,2014,710.0
60463,BE,OPOLSKIE,2015,1155.0
60464,BE,OPOLSKIE,2016,1065.0
60465,BE,OPOLSKIE,2017,1149.0
60466,BE,OPOLSKIE,2018,1018.0
60467,BE,OPOLSKIE,2019,960.0
61206,BE,KUJAWSKO-POMORSKIE,2005,3730.0
61207,BE,KUJAWSKO-POMORSKIE,2006,2794.0
61208,BE,KUJAWSKO-POMORSKIE,2007,3459.0
61209,BE,KUJAWSKO-POMORSKIE,2008,2254.0
61210,BE,KUJAWSKO-POMORSKIE,2009,2177.0
61211,BE,KUJAWSKO-POMORSKIE,2010,2965.0
61212,BE,KUJAWSKO-POMORSKIE,2011,2928.0
61213,BE,KUJAWSKO-POMORSKIE,2012,2746.0
61214,BE,KUJAWSKO-POMORSKIE,2013,2194.0
61215,BE,KUJAWSKO-POMORSKIE,2014,2635.0
61216,BE,KUJAWSKO-POMORSKIE,2015,3839.0
61217,BE,KUJAWSKO-POMORSKIE,2016,3873.0
61218,BE,KUJAWSKO-POMORSKIE,2017,4485.0
61219,BE,KUJAWSKO-POMORSKIE,2018,3832.0
61220,BE,KUJAWSKO-POMORSKIE,2019,4561.0
62085,BE,POMORSKIE,2005,6565.0
62086,BE,POMORSKIE,2006,6558.0
62087,BE,POMORSKIE,2007,9533.0
62088,BE,POMORSKIE,2008,6038.0
62089,BE,POMORSKIE,2009,6111.0
62090,BE,POMORSKIE,2010,6451.0
62091,BE,POMORSKIE,2011,7991.0
62092,BE,POMORSKIE,2012,7075.0
62093,BE,POMORSKIE,2013,8393.0
62094,BE,POMORSKIE,2014,8174.0
62095,BE,POMORSKIE,2015,10348.0
62096,BE,POMORSKIE,2016,9814.0
62097,BE,POMORSKIE,2017,10141.0
62098,BE,POMORSKIE,2018,9457.0
62099,BE,POMORSKIE,2019,11297.0
63153,BE,WARMIŃSKO-MAZURSKIE,2005,2137.0
63154,BE,WARMIŃSKO-MAZURSKIE,2006,2729.0
63155,BE,WARMIŃSKO-MAZURSKIE,2007,1984.0
63156,BE,WARMIŃSKO-MAZURSKIE,2008,1701.0
63157,BE,WARMIŃSKO-MAZURSKIE,2009,2620.0
63158,BE,WARMIŃSKO-MAZURSKIE,2010,2048.0
63159,BE,WARMIŃSKO-MAZURSKIE,2011,1388.0
63160,BE,WARMIŃSKO-MAZURSKIE,2012,1758.0
63161,BE,WARMIŃSKO-MAZURSKIE,2013,1770.0
63162,BE,WARMIŃSKO-MAZURSKIE,2014,2088.0
63163,BE,WARMIŃSKO-MAZURSKIE,2015,2406.0
63164,BE,WARMIŃSKO-MAZURSKIE,2016,2203.0
63165,BE,WARMIŃSKO-MAZURSKIE,2017,2076.0
63166,BE,WARMIŃSKO-MAZURSKIE,2018,2336.0
63167,BE,WARMIŃSKO-MAZURSKIE,2019,1860.0
64260,BE,ŁÓDZKIE,2005,3373.0
64261,BE,ŁÓDZKIE,2006,2548.0
64262,BE,ŁÓDZKIE,2007,2704.0
64263,BE,ŁÓDZKIE,2008,3577.0
64264,BE,ŁÓDZKIE,2009,4387.0
64265,BE,ŁÓDZKIE,2010,3941.0
64266,BE,ŁÓDZKIE,2011,3700.0
64267,BE,ŁÓDZKIE,2012,3792.0
64268,BE,ŁÓDZKIE,2013,3249.0
64269,BE,ŁÓDZKIE,2014,7143.0
64270,BE,ŁÓDZKIE,2015,6522.0
64271,BE,ŁÓDZKIE,2016,6865.0
64272,BE,ŁÓDZKIE,2017,7220.0
64273,BE,ŁÓDZKIE,2018,6477.0
64274,BE,ŁÓDZKIE,2019,5418.0
65373,BE,ŚWIĘTOKRZYSKIE,2005,971.0
65374,BE,ŚWIĘTOKRZYSKIE,2006,1319.0
65375,BE,ŚWIĘTOKRZYSKIE,2007,1171.0
65376,BE,ŚWIĘTOKRZYSKIE,2008,1243.0
65377,BE,ŚWIĘTOKRZYSKIE,2009,1039.0
65378,BE,ŚWIĘTOKRZYSKIE,2010,757.0
65379,BE,ŚWIĘTOKRZYSKIE,2011,949.0
65380,BE,ŚWIĘTOKRZYSKIE,2012,1155.0
65381,BE,ŚWIĘTOKRZYSKIE,2013,1086.0
65382,BE,ŚWIĘTOKRZYSKIE,2014,1341.0
65383,BE,ŚWIĘTOKRZYSKIE,2015,1110.0
65384,BE,ŚWIĘTOKRZYSKIE,2016,1260.0
65385,BE,ŚWIĘTOKRZYSKIE,2017,989.0
65386,BE,ŚWIĘTOKRZYSKIE,2018,1161.0
65387,BE,ŚWIĘTOKRZYSKIE,2019,1335.0
65986,BE,LUBELSKIE,2005,1731.0
65987,BE,LUBELSKIE,2006,1795.0
65988,BE,LUBELSKIE,2007,1446.0
65989,BE,LUBELSKIE,2008,1887.0
65990,BE,LUBELSKIE,2009,2225.0
65991,BE,LUBELSKIE,2010,1990.0
65992,BE,LUBELSKIE,2011,1754.0
65993,BE,LUBELSKIE,2012,1949.0
65994,BE,LUBELSKIE,2013,1643.0
65995,BE,LUBELSKIE,2014,1662.0
65996,BE,LUBELSKIE,2015,1436.0
65997,BE,LUBELSKIE,2016,2011.0
65998,BE,LUBELSKIE,2017,1898.0
65999,BE,LUBELSKIE,2018,1444.0
66000,BE,LUBELSKIE,2019,2151.0
66858,BE,PODKARPACKIE,2005,1194.0
66859,BE,PODKARPACKIE,2006,1094.0
66860,BE,PODKARPACKIE,2007,1338.0
66861,BE,PODKARPACKIE,2008,920.0
66862,BE,PODKARPACKIE,2009,1679.0
66863,BE,PODKARPACKIE,2010,1928.0
66864,BE,PODKARPACKIE,2011,1119.0
66865,BE,PODKARPACKIE,2012,1365.0
66866,BE,PODKARPACKIE,2013,1116.0
66867,BE,PODKARPACKIE,2014,1331.0
66868,BE,PODKARPACKIE,2015,1646.0
66869,BE,PODKARPACKIE,2016,2094.0
66870,BE,PODKARPACKIE,2017,2667.0
66871,BE,PODKARPACKIE,2018,2271.0
66872,BE,PODKARPACKIE,2019,1817.0
67997,BE,PODLASKIE,2005,1422.0
67998,BE,PODLASKIE,2006,1801.0
67999,BE,PODLASKIE,2007,1409.0
68000,BE,PODLASKIE,2008,1200.0
68001,BE,PODLASKIE,2009,1606.0
68002,BE,PODLASKIE,2010,1210.0
68003,BE,PODLASKIE,2011,1494.0
68004,BE,PODLASKIE,2012,1831.0
68005,BE,PODLASKIE,2013,1958.0
68006,BE,PODLASKIE,2014,2078.0
68007,BE,PODLASKIE,2015,2293.0
68008,BE,PODLASKIE,2016,1961.0
68009,BE,PODLASKIE,2017,2227.0
68010,BE,PODLASKIE,2018,2012.0
68011,BE,PODLASKIE,2019,1912.0
68704,BE,MAZOWIECKIE,2005,25959.0
68705,BE,MAZOWIECKIE,2006,24111.0
68706,BE,MAZOWIECKIE,2007,27172.0
68707,BE,MAZOWIECKIE,2008,25651.0
68708,BE,MAZOWIECKIE,2009,25819.0
68709,BE,MAZOWIECKIE,2010,27804.0
68710,BE,MAZOWIECKIE,2011,29769.0
68711,BE,MAZOWIECKIE,2012,29016.0
68712,BE,MAZOWIECKIE,2013,31239.0
68713,BE,MAZOWIECKIE,2014,33909.0
68714,BE,MAZOWIECKIE,2015,43738.0
68715,BE,MAZOWIECKIE,2016,42139.0
68716,BE,MAZOWIECKIE,2017,40314.0
68717,BE,MAZOWIECKIE,2018,40247.0
68718,BE,MAZOWIECKIE,2019,40835.0
70654,BY,MAŁOPOLSKIE,2005,17936.0
70655,BY,MAŁOPOLSKIE,2006,17639.0
70656,BY,MAŁOPOLSKIE,2007,13543.0
70657,BY,MAŁOPOLSKIE,2008,7799.0
70658,BY,MAŁOPOLSKIE,2009,9141.0
70659,BY,MAŁOPOLSKIE,2010,11725.0
70660,BY,MAŁOPOLSKIE,2011,14510.0
70661,BY,MAŁOPOLSKIE,2012,21276.0
70662,BY,MAŁOPOLSKIE,2013,27943.0
70663,BY,MAŁOPOLSKIE,2014,34243.0
70664,BY,MAŁOPOLSKIE,2015,27368.0
70665,BY,MAŁOPOLSKIE,2016,19278.0
70666,BY,MAŁOPOLSKIE,2017,21097.0
70667,BY,MAŁOPOLSKIE,2018,19612.0
70668,BY,MAŁOPOLSKIE,2019,20214.0
72151,BY,ŚLĄSKIE,2005,5927.0
72152,BY,ŚLĄSKIE,2006,6369.0
72153,BY,ŚLĄSKIE,2007,9081.0
72154,BY,ŚLĄSKIE,2008,6690.0
72155,BY,ŚLĄSKIE,2009,6290.0
72156,BY,ŚLĄSKIE,2010,7029.0
72157,BY,ŚLĄSKIE,2011,7095.0
72158,BY,ŚLĄSKIE,2012,10142.0
72159,BY,ŚLĄSKIE,2013,14912.0
72160,BY,ŚLĄSKIE,2014,13861.0
72161,BY,ŚLĄSKIE,2015,9915.0
72162,BY,ŚLĄSKIE,2016,9611.0
72163,BY,ŚLĄSKIE,2017,12412.0
72164,BY,ŚLĄSKIE,2018,12088.0
72165,BY,ŚLĄSKIE,2019,15678.0
73684,BY,LUBUSKIE,2005,24444.0
73685,BY,LUBUSKIE,2006,25244.0
73686,BY,LUBUSKIE,2007,20866.0
73687,BY,LUBUSKIE,2008,19721.0
73688,BY,LUBUSKIE,2009,18028.0
73689,BY,LUBUSKIE,2010,18644.0
73690,BY,LUBUSKIE,2011,19315.0
73691,BY,LUBUSKIE,2012,19309.0
73692,BY,LUBUSKIE,2013,24424.0
73693,BY,LUBUSKIE,2014,23770.0
73694,BY,LUBUSKIE,2015,18177.0
73695,BY,LUBUSKIE,2016,12553.0
73696,BY,LUBUSKIE,2017,16146.0
73697,BY,LUBUSKIE,2018,18903.0
73698,BY,LUBUSKIE,2019,19816.0
74726,BY,WIELKOPOLSKIE,2005,7377.0
74727,BY,WIELKOPOLSKIE,2006,6557.0
74728,BY,WIELKOPOLSKIE,2007,4422.0
74729,BY,WIELKOPOLSKIE,2008,4184.0
74730,BY,WIELKOPOLSKIE,2009,5014.0
74731,BY,WIELKOPOLSKIE,2010,5491.0
74732,BY,WIELKOPOLSKIE,2011,5112.0
74733,BY,WIELKOPOLSKIE,2012,6522.0
74734,BY,WIELKOPOLSKIE,2013,7576.0
