,country,region,year,count
185891,FR,PODLASKIE,2014,3175.0
185892,FR,PODLASKIE,2015,3227.0
185893,FR,PODLASKIE,2016,3025.0
185894,FR,PODLASKIE,2017,3344.0
185895,FR,PODLASKIE,2018,2914.0
185896,FR,PODLASKIE,2019,2552.0
186669,FR,MAZOWIECKIE,2005,112541.0
186670,FR,MAZOWIECKIE,2006,98568.0
186671,FR,MAZOWIECKIE,2007,102550.0
186672,FR,MAZOWIECKIE,2008,91953.0
186673,FR,MAZOWIECKIE,2009,87821.0
186674,FR,MAZOWIECKIE,2010,100121.0
186675,FR,MAZOWIECKIE,2011,112733.0
186676,FR,MAZOWIECKIE,2012,106594.0
186677,FR,MAZOWIECKIE,2013,111996.0
186678,FR,MAZOWIECKIE,2014,111804.0
186679,FR,MAZOWIECKIE,2015,123623.0
186680,FR,MAZOWIECKIE,2016,144730.0
186681,FR,MAZOWIECKIE,2017,138353.0
186682,FR,MAZOWIECKIE,2018,131432.0
186683,FR,MAZOWIECKIE,2019,135598.0
188992,GR,MAŁOPOLSKIE,2005,6198.0
188993,GR,MAŁOPOLSKIE,2006,6764.0
188994,GR,MAŁOPOLSKIE,2007,6754.0
188995,GR,MAŁOPOLSKIE,2008,8090.0
188996,GR,MAŁOPOLSKIE,2009,10254.0
188997,GR,MAŁOPOLSKIE,2010,8244.0
188998,GR,MAŁOPOLSKIE,2011,7925.0
188999,GR,MAŁOPOLSKIE,2012,7404.0
189000,GR,MAŁOPOLSKIE,2013,7070.0
189001,GR,MAŁOPOLSKIE,2014,9783.0
189002,GR,MAŁOPOLSKIE,2015,12072.0
189003,GR,MAŁOPOLSKIE,2016,17500.0
189004,GR,MAŁOPOLSKIE,2017,22468.0
189005,GR,MAŁOPOLSKIE,2018,23554.0
189006,GR,MAŁOPOLSKIE,2019,27062.0
189854,GR,ŚLĄSKIE,2005,1625.0
189855,GR,ŚLĄSKIE,2006,2111.0
189856,GR,ŚLĄSKIE,2007,2478.0
189857,GR,ŚLĄSKIE,2008,1890.0
189858,GR,ŚLĄSKIE,2009,3591.0
189859,GR,ŚLĄSKIE,2010,1355.0
189860,GR,ŚLĄSKIE,2011,1391.0
189861,GR,ŚLĄSKIE,2012,1413.0
189862,GR,ŚLĄSKIE,2013,1967.0
189863,GR,ŚLĄSKIE,2014,1684.0
189864,GR,ŚLĄSKIE,2015,2448.0
189865,GR,ŚLĄSKIE,2016,1739.0
189866,GR,ŚLĄSKIE,2017,1888.0
189867,GR,ŚLĄSKIE,2018,3346.0
189868,GR,ŚLĄSKIE,2019,2361.0
190944,GR,LUBUSKIE,2005,175.0
190945,GR,LUBUSKIE,2006,205.0
190946,GR,LUBUSKIE,2007,263.0
190947,GR,LUBUSKIE,2008,376.0
190948,GR,LUBUSKIE,2009,216.0
190949,GR,LUBUSKIE,2010,221.0
190950,GR,LUBUSKIE,2011,121.0
190951,GR,LUBUSKIE,2012,202.0
190952,GR,LUBUSKIE,2013,101.0
190953,GR,LUBUSKIE,2014,387.0
190954,GR,LUBUSKIE,2015,138.0
190955,GR,LUBUSKIE,2016,130.0
190956,GR,LUBUSKIE,2017,232.0
190957,GR,LUBUSKIE,2018,238.0
190958,GR,LUBUSKIE,2019,156.0
191440,GR,WIELKOPOLSKIE,2005,1640.0
191441,GR,WIELKOPOLSKIE,2006,1100.0
191442,GR,WIELKOPOLSKIE,2007,1356.0
191443,GR,WIELKOPOLSKIE,2008,1861.0
191444,GR,WIELKOPOLSKIE,2009,2588.0
191445,GR,WIELKOPOLSKIE,2010,1324.0
191446,GR,WIELKOPOLSKIE,2011,1349.0
191447,GR,WIELKOPOLSKIE,2012,1169.0
191448,GR,WIELKOPOLSKIE,2013,1218.0
191449,GR,WIELKOPOLSKIE,2014,1616.0
191450,GR,WIELKOPOLSKIE,2015,2808.0
191451,GR,WIELKOPOLSKIE,2016,1552.0
191452,GR,WIELKOPOLSKIE,2017,1665.0
191453,GR,WIELKOPOLSKIE,2018,2549.0
191454,GR,WIELKOPOLSKIE,2019,2044.0
192346,GR,ZACHODNIOPOMORSKIE,2005,752.0
192347,GR,ZACHODNIOPOMORSKIE,2006,901.0
192348,GR,ZACHODNIOPOMORSKIE,2007,841.0
192349,GR,ZACHODNIOPOMORSKIE,2008,743.0
192350,GR,ZACHODNIOPOMORSKIE,2009,788.0
192351,GR,ZACHODNIOPOMORSKIE,2010,1183.0
192352,GR,ZACHODNIOPOMORSKIE,2011,1198.0
192353,GR,ZACHODNIOPOMORSKIE,2012,1374.0
192354,GR,ZACHODNIOPOMORSKIE,2013,746.0
192355,GR,ZACHODNIOPOMORSKIE,2014,1119.0
192356,GR,ZACHODNIOPOMORSKIE,2015,1362.0
192357,GR,ZACHODNIOPOMORSKIE,2016,1007.0
192358,GR,ZACHODNIOPOMORSKIE,2017,1450.0
192359,GR,ZACHODNIOPOMORSKIE,2018,886.0
192360,GR,ZACHODNIOPOMORSKIE,2019,1260.0
192898,GR,DOLNOŚLĄSKIE,2005,2165.0
192899,GR,DOLNOŚLĄSKIE,2006,1573.0
192900,GR,DOLNOŚLĄSKIE,2007,1561.0
192901,GR,DOLNOŚLĄSKIE,2008,1415.0
192902,GR,DOLNOŚLĄSKIE,2009,1638.0
192903,GR,DOLNOŚLĄSKIE,2010,1237.0
192904,GR,DOLNOŚLĄSKIE,2011,1535.0
192905,GR,DOLNOŚLĄSKIE,2012,3197.0
192906,GR,DOLNOŚLĄSKIE,2013,2183.0
192907,GR,DOLNOŚLĄSKIE,2014,2419.0
192908,GR,DOLNOŚLĄSKIE,2015,2842.0
192909,GR,DOLNOŚLĄSKIE,2016,4129.0
192910,GR,DOLNOŚLĄSKIE,2017,4992.0
192911,GR,DOLNOŚLĄSKIE,2018,4530.0
192912,GR,DOLNOŚLĄSKIE,2019,4323.0
193739,GR,OPOLSKIE,2005,235.0
193740,GR,OPOLSKIE,2006,345.0
193741,GR,OPOLSKIE,2007,119.0
193742,GR,OPOLSKIE,2008,228.0
193743,GR,OPOLSKIE,2009,157.0
193744,GR,OPOLSKIE,2010,147.0
193745,GR,OPOLSKIE,2011,139.0
193746,GR,OPOLSKIE,2012,213.0
193747,GR,OPOLSKIE,2013,172.0
193748,GR,OPOLSKIE,2014,152.0
193749,GR,OPOLSKIE,2015,197.0
193750,GR,OPOLSKIE,2016,273.0
193751,GR,OPOLSKIE,2017,246.0
193752,GR,OPOLSKIE,2018,156.0
193753,GR,OPOLSKIE,2019,232.0
194083,GR,KUJAWSKO-POMORSKIE,2005,345.0
194084,GR,KUJAWSKO-POMORSKIE,2006,555.0
194085,GR,KUJAWSKO-POMORSKIE,2007,707.0
194086,GR,KUJAWSKO-POMORSKIE,2008,610.0
194087,GR,KUJAWSKO-POMORSKIE,2009,973.0
194088,GR,KUJAWSKO-POMORSKIE,2010,428.0
194089,GR,KUJAWSKO-POMORSKIE,2011,481.0
194090,GR,KUJAWSKO-POMORSKIE,2012,305.0
194091,GR,KUJAWSKO-POMORSKIE,2013,455.0
194092,GR,KUJAWSKO-POMORSKIE,2014,353.0
194093,GR,KUJAWSKO-POMORSKIE,2015,662.0
194094,GR,KUJAWSKO-POMORSKIE,2016,1059.0
194095,GR,KUJAWSKO-POMORSKIE,2017,617.0
194096,GR,KUJAWSKO-POMORSKIE,2018,506.0
194097,GR,KUJAWSKO-POMORSKIE,2019,952.0
194527,GR,POMORSKIE,2005,2340.0
194528,GR,POMORSKIE,2006,2329.0
194529,GR,POMORSKIE,2007,2083.0
194530,GR,POMORSKIE,2008,2633.0
194531,GR,POMORSKIE,2009,4456.0
194532,GR,POMORSKIE,2010,2476.0
194533,GR,POMORSKIE,2011,2781.0
194534,GR,POMORSKIE,2012,3674.0
194535,GR,POMORSKIE,2013,2519.0
194536,GR,POMORSKIE,2014,3967.0
194537,GR,POMORSKIE,2015,4662.0
194538,GR,POMORSKIE,2016,4053.0
194539,GR,POMORSKIE,2017,3371.0
194540,GR,POMORSKIE,2018,3855.0
194541,GR,POMORSKIE,2019,4246.0
195085,GR,WARMIŃSKO-MAZURSKIE,2005,194.0
195086,GR,WARMIŃSKO-MAZURSKIE,2006,127.0
195087,GR,WARMIŃSKO-MAZURSKIE,2007,348.0
195088,GR,WARMIŃSKO-MAZURSKIE,2008,506.0
195089,GR,WARMIŃSKO-MAZURSKIE,2009,178.0
195090,GR,WARMIŃSKO-MAZURSKIE,2010,494.0
195091,GR,WARMIŃSKO-MAZURSKIE,2011,204.0
195092,GR,WARMIŃSKO-MAZURSKIE,2012,249.0
195093,GR,WARMIŃSKO-MAZURSKIE,2013,317.0
195094,GR,WARMIŃSKO-MAZURSKIE,2014,442.0
195095,GR,WARMIŃSKO-MAZURSKIE,2015,258.0
195096,GR,WARMIŃSKO-MAZURSKIE,2016,349.0
195097,GR,WARMIŃSKO-MAZURSKIE,2017,552.0
195098,GR,WARMIŃSKO-MAZURSKIE,2018,658.0
195099,GR,WARMIŃSKO-MAZURSKIE,2019,361.0
195557,GR,ŁÓDZKIE,2005,1360.0
195558,GR,ŁÓDZKIE,2006,419.0
195559,GR,ŁÓDZKIE,2007,546.0
195560,GR,ŁÓDZKIE,2008,517.0
195561,GR,ŁÓDZKIE,2009,997.0
195562,GR,ŁÓDZKIE,2010,518.0
195563,GR,ŁÓDZKIE,2011,845.0
195564,GR,ŁÓDZKIE,2012,1917.0
195565,GR,ŁÓDZKIE,2013,870.0
195566,GR,ŁÓDZKIE,2014,1532.0
195567,GR,ŁÓDZKIE,2015,1126.0
195568,GR,ŁÓDZKIE,2016,1514.0
195569,GR,ŁÓDZKIE,2017,1296.0
195570,GR,ŁÓDZKIE,2018,1829.0
195571,GR,ŁÓDZKIE,2019,1421.0
196254,GR,ŚWIĘTOKRZYSKIE,2005,244.0
196255,GR,ŚWIĘTOKRZYSKIE,2006,173.0
196256,GR,ŚWIĘTOKRZYSKIE,2007,210.0
196257,GR,ŚWIĘTOKRZYSKIE,2008,144.0
196258,GR,ŚWIĘTOKRZYSKIE,2009,223.0
196259,GR,ŚWIĘTOKRZYSKIE,2010,193.0
196260,GR,ŚWIĘTOKRZYSKIE,2011,152.0
196261,GR,ŚWIĘTOKRZYSKIE,2012,160.0
196262,GR,ŚWIĘTOKRZYSKIE,2013,142.0
196263,GR,ŚWIĘTOKRZYSKIE,2014,292.0
196264,GR,ŚWIĘTOKRZYSKIE,2015,235.0
196265,GR,ŚWIĘTOKRZYSKIE,2016,1067.0
196266,GR,ŚWIĘTOKRZYSKIE,2017,917.0
196267,GR,ŚWIĘTOKRZYSKIE,2018,972.0
196268,GR,ŚWIĘTOKRZYSKIE,2019,883.0
196597,GR,LUBELSKIE,2005,435.0
196598,GR,LUBELSKIE,2006,764.0
196599,GR,LUBELSKIE,2007,370.0
196600,GR,LUBELSKIE,2008,252.0
196601,GR,LUBELSKIE,2009,542.0
196602,GR,LUBELSKIE,2010,264.0
196603,GR,LUBELSKIE,2011,288.0
196604,GR,LUBELSKIE,2012,183.0
196605,GR,LUBELSKIE,2013,547.0
196606,GR,LUBELSKIE,2014,321.0
196607,GR,LUBELSKIE,2015,286.0
196608,GR,LUBELSKIE,2016,666.0
196609,GR,LUBELSKIE,2017,372.0
196610,GR,LUBELSKIE,2018,579.0
196611,GR,LUBELSKIE,2019,790.0
197051,GR,PODKARPACKIE,2005,661.0
197052,GR,PODKARPACKIE,2006,534.0
197053,GR,PODKARPACKIE,2007,1391.0
197054,GR,PODKARPACKIE,2008,773.0
197055,GR,PODKARPACKIE,2009,458.0
197056,GR,PODKARPACKIE,2010,409.0
197057,GR,PODKARPACKIE,2011,604.0
197058,GR,PODKARPACKIE,2012,640.0
197059,GR,PODKARPACKIE,2013,842.0
197060,GR,PODKARPACKIE,2014,579.0
197061,GR,PODKARPACKIE,2015,511.0
197062,GR,PODKARPACKIE,2016,875.0
197063,GR,PODKARPACKIE,2017,1059.0
197064,GR,PODKARPACKIE,2018,898.0
197065,GR,PODKARPACKIE,2019,840.0
197639,GR,PODLASKIE,2005,46.0
197640,GR,PODLASKIE,2006,141.0
197641,GR,PODLASKIE,2007,327.0
197642,GR,PODLASKIE,2008,154.0
197643,GR,PODLASKIE,2009,221.0
197644,GR,PODLASKIE,2010,270.0
197645,GR,PODLASKIE,2011,249.0
197646,GR,PODLASKIE,2012,315.0
197647,GR,PODLASKIE,2013,305.0
197648,GR,PODLASKIE,2014,412.0
197649,GR,PODLASKIE,2015,210.0
197650,GR,PODLASKIE,2016,327.0
197651,GR,PODLASKIE,2017,312.0
197652,GR,PODLASKIE,2018,253.0
197653,GR,PODLASKIE,2019,258.0
198022,GR,MAZOWIECKIE,2005,12334.0
198023,GR,MAZOWIECKIE,2006,8796.0
198024,GR,MAZOWIECKIE,2007,9099.0
198025,GR,MAZOWIECKIE,2008,9973.0
198026,GR,MAZOWIECKIE,2009,11225.0
198027,GR,MAZOWIECKIE,2010,9537.0
198028,GR,MAZOWIECKIE,2011,11518.0
198029,GR,MAZOWIECKIE,2012,14648.0
198030,GR,MAZOWIECKIE,2013,10680.0
198031,GR,MAZOWIECKIE,2014,14731.0
198032,GR,MAZOWIECKIE,2015,21155.0
198033,GR,MAZOWIECKIE,2016,30428.0
198034,GR,MAZOWIECKIE,2017,30455.0
198035,GR,MAZOWIECKIE,2018,31277.0
198036,GR,MAZOWIECKIE,2019,26768.0
199268,ES,MAŁOPOLSKIE,2005,67122.0
199269,ES,MAŁOPOLSKIE,2006,63372.0
199270,ES,MAŁOPOLSKIE,2007,68955.0
199271,ES,MAŁOPOLSKIE,2008,63066.0
199272,ES,MAŁOPOLSKIE,2009,60069.0
199273,ES,MAŁOPOLSKIE,2010,76809.0
199274,ES,MAŁOPOLSKIE,2011,95534.0
199275,ES,MAŁOPOLSKIE,2012,99315.0
199276,ES,MAŁOPOLSKIE,2013,104406.0
199277,ES,MAŁOPOLSKIE,2014,115319.0
199278,ES,MAŁOPOLSKIE,2015,125680.0
199279,ES,MAŁOPOLSKIE,2016,146328.0
199280,ES,MAŁOPOLSKIE,2017,156669.0
199281,ES,MAŁOPOLSKIE,2018,158505.0
199282,ES,MAŁOPOLSKIE,2019,162560.0
200861,ES,ŚLĄSKIE,2005,9208.0
200862,ES,ŚLĄSKIE,2006,9977.0
200863,ES,ŚLĄSKIE,2007,10510.0
200864,ES,ŚLĄSKIE,2008,12102.0
200865,ES,ŚLĄSKIE,2009,13548.0
200866,ES,ŚLĄSKIE,2010,10637.0
200867,ES,ŚLĄSKIE,2011,14409.0
200868,ES,ŚLĄSKIE,2012,12776.0
200869,ES,ŚLĄSKIE,2013,15326.0
200870,ES,ŚLĄSKIE,2014,16123.0
200871,ES,ŚLĄSKIE,2015,14893.0
200872,ES,ŚLĄSKIE,2016,22092.0
200873,ES,ŚLĄSKIE,2017,13209.0
200874,ES,ŚLĄSKIE,2018,15247.0
200875,ES,ŚLĄSKIE,2019,15902.0
202351,ES,LUBUSKIE,2005,1390.0
202352,ES,LUBUSKIE,2006,1008.0
202353,ES,LUBUSKIE,2007,966.0
202354,ES,LUBUSKIE,2008,1223.0
202355,ES,LUBUSKIE,2009,832.0
202356,ES,LUBUSKIE,2010,955.0
202357,ES,LUBUSKIE,2011,2292.0
202358,ES,LUBUSKIE,2012,1625.0
202359,ES,LUBUSKIE,2013,1199.0
202360,ES,LUBUSKIE,2014,1294.0
202361,ES,LUBUSKIE,2015,1368.0
202362,ES,LUBUSKIE,2016,2489.0
202363,ES,LUBUSKIE,2017,4508.0
202364,ES,LUBUSKIE,2018,2707.0
202365,ES,LUBUSKIE,2019,3066.0
203174,ES,WIELKOPOLSKIE,2005,14686.0
203175,ES,WIELKOPOLSKIE,2006,15945.0
203176,ES,WIELKOPOLSKIE,2007,15569.0
203177,ES,WIELKOPOLSKIE,2008,14664.0
203178,ES,WIELKOPOLSKIE,2009,19559.0
203179,ES,WIELKOPOLSKIE,2010,20087.0
203180,ES,WIELKOPOLSKIE,2011,21373.0
203181,ES,WIELKOPOLSKIE,2012,23759.0
203182,ES,WIELKOPOLSKIE,2013,26597.0
203183,ES,WIELKOPOLSKIE,2014,26666.0
203184,ES,WIELKOPOLSKIE,2015,24123.0
203185,ES,WIELKOPOLSKIE,2016,31440.0
203186,ES,WIELKOPOLSKIE,2017,30497.0
203187,ES,WIELKOPOLSKIE,2018,27149.0
203188,ES,WIELKOPOLSKIE,2019,23734.0
205145,ES,ZACHODNIOPOMORSKIE,2005,2840.0
205146,ES,ZACHODNIOPOMORSKIE,2006,2929.0
205147,ES,ZACHODNIOPOMORSKIE,2007,3028.0
205148,ES,ZACHODNIOPOMORSKIE,2008,3124.0
205149,ES,ZACHODNIOPOMORSKIE,2009,3811.0
205150,ES,ZACHODNIOPOMORSKIE,2010,3786.0
205151,ES,ZACHODNIOPOMORSKIE,2011,5234.0
205152,ES,ZACHODNIOPOMORSKIE,2012,3600.0
205153,ES,ZACHODNIOPOMORSKIE,2013,4099.0
205154,ES,ZACHODNIOPOMORSKIE,2014,4372.0
205155,ES,ZACHODNIOPOMORSKIE,2015,7217.0
205156,ES,ZACHODNIOPOMORSKIE,2016,6332.0
205157,ES,ZACHODNIOPOMORSKIE,2017,4898.0
205158,ES,ZACHODNIOPOMORSKIE,2018,4161.0
205159,ES,ZACHODNIOPOMORSKIE,2019,3848.0
206108,ES,DOLNOŚLĄSKIE,2005,12405.0
206109,ES,DOLNOŚLĄSKIE,2006,12960.0
206110,ES,DOLNOŚLĄSKIE,2007,21248.0
206111,ES,DOLNOŚLĄSKIE,2008,19823.0
206112,ES,DOLNOŚLĄSKIE,2009,22576.0
206113,ES,DOLNOŚLĄSKIE,2010,25121.0
206114,ES,DOLNOŚLĄSKIE,2011,25658.0
206115,ES,DOLNOŚLĄSKIE,2012,26069.0
206116,ES,DOLNOŚLĄSKIE,2013,24291.0
206117,ES,DOLNOŚLĄSKIE,2014,29232.0
206118,ES,DOLNOŚLĄSKIE,2015,26461.0
206119,ES,DOLNOŚLĄSKIE,2016,36065.0
206120,ES,DOLNOŚLĄSKIE,2017,37672.0
206121,ES,DOLNOŚLĄSKIE,2018,35736.0
206122,ES,DOLNOŚLĄSKIE,2019,37872.0
207622,ES,OPOLSKIE,2005,580.0
207623,ES,OPOLSKIE,2006,403.0
207624,ES,OPOLSKIE,2007,390.0
207625,ES,OPOLSKIE,2008,725.0
207626,ES,OPOLSKIE,2009,3021.0
207627,ES,OPOLSKIE,2010,1000.0
207628,ES,OPOLSKIE,2011,537.0
207629,ES,OPOLSKIE,2012,1331.0
207630,ES,OPOLSKIE,2013,590.0
207631,ES,OPOLSKIE,2014,674.0
207632,ES,OPOLSKIE,2015,965.0
207633,ES,OPOLSKIE,2016,2270.0
207634,ES,OPOLSKIE,2017,1099.0
207635,ES,OPOLSKIE,2018,1234.0
207636,ES,OPOLSKIE,2019,1475.0
208228,ES,KUJAWSKO-POMORSKIE,2005,2018.0
208229,ES,KUJAWSKO-POMORSKIE,2006,3039.0
208230,ES,KUJAWSKO-POMORSKIE,2007,3708.0
208231,ES,KUJAWSKO-POMORSKIE,2008,3442.0
208232,ES,KUJAWSKO-POMORSKIE,2009,3652.0
208233,ES,KUJAWSKO-POMORSKIE,2010,5335.0
208234,ES,KUJAWSKO-POMORSKIE,2011,7669.0
208235,ES,KUJAWSKO-POMORSKIE,2012,5893.0
208236,ES,KUJAWSKO-POMORSKIE,2013,5113.0
208237,ES,KUJAWSKO-POMORSKIE,2014,5701.0
208238,ES,KUJAWSKO-POMORSKIE,2015,8017.0
208239,ES,KUJAWSKO-POMORSKIE,2016,7809.0
208240,ES,KUJAWSKO-POMORSKIE,2017,7342.0
208241,ES,KUJAWSKO-POMORSKIE,2018,7133.0
208242,ES,KUJAWSKO-POMORSKIE,2019,7385.0
209041,ES,POMORSKIE,2005,16375.0
209042,ES,POMORSKIE,2006,16668.0
209043,ES,POMORSKIE,2007,15778.0
209044,ES,POMORSKIE,2008,11745.0
209045,ES,POMORSKIE,2009,14978.0
209046,ES,POMORSKIE,2010,14868.0
209047,ES,POMORSKIE,2011,17506.0
209048,ES,POMORSKIE,2012,36268.0
209049,ES,POMORSKIE,2013,21480.0
209050,ES,POMORSKIE,2014,23926.0
209051,ES,POMORSKIE,2015,24006.0
209052,ES,POMORSKIE,2016,27128.0
209053,ES,POMORSKIE,2017,27009.0
209054,ES,POMORSKIE,2018,30118.0
209055,ES,POMORSKIE,2019,28626.0
210042,ES,WARMIŃSKO-MAZURSKIE,2005,1623.0
210043,ES,WARMIŃSKO-MAZURSKIE,2006,1491.0
210044,ES,WARMIŃSKO-MAZURSKIE,2007,1414.0
210045,ES,WARMIŃSKO-MAZURSKIE,2008,1461.0
210046,ES,WARMIŃSKO-MAZURSKIE,2009,1649.0
210047,ES,WARMIŃSKO-MAZURSKIE,2010,1846.0
210048,ES,WARMIŃSKO-MAZURSKIE,2011,3350.0
210049,ES,WARMIŃSKO-MAZURSKIE,2012,2541.0
210050,ES,WARMIŃSKO-MAZURSKIE,2013,4019.0
210051,ES,WARMIŃSKO-MAZURSKIE,2014,4965.0
210052,ES,WARMIŃSKO-MAZURSKIE,2015,3887.0
210053,ES,WARMIŃSKO-MAZURSKIE,2016,2776.0
210054,ES,WARMIŃSKO-MAZURSKIE,2017,1858.0
210055,ES,WARMIŃSKO-MAZURSKIE,2018,1830.0
210056,ES,WARMIŃSKO-MAZURSKIE,2019,2462.0
211037,ES,ŁÓDZKIE,2005,4700.0
211038,ES,ŁÓDZKIE,2006,4392.0
211039,ES,ŁÓDZKIE,2007,4526.0
211040,ES,ŁÓDZKIE,2008,4325.0
211041,ES,ŁÓDZKIE,2009,5257.0
211042,ES,ŁÓDZKIE,2010,6380.0
211043,ES,ŁÓDZKIE,2011,9149.0
211044,ES,ŁÓDZKIE,2012,11025.0
211045,ES,ŁÓDZKIE,2013,9552.0
211046,ES,ŁÓDZKIE,2014,8395.0
211047,ES,ŁÓDZKIE,2015,8571.0
211048,ES,ŁÓDZKIE,2016,6990.0
211049,ES,ŁÓDZKIE,2017,7558.0
211050,ES,ŁÓDZKIE,2018,6635.0
211051,ES,ŁÓDZKIE,2019,6079.0
212078,ES,ŚWIĘTOKRZYSKIE,2005,5381.0
212079,ES,ŚWIĘTOKRZYSKIE,2006,4686.0
212080,ES,ŚWIĘTOKRZYSKIE,2007,4478.0
212081,ES,ŚWIĘTOKRZYSKIE,2008,3203.0
212082,ES,ŚWIĘTOKRZYSKIE,2009,2531.0
212083,ES,ŚWIĘTOKRZYSKIE,2010,1254.0
212084,ES,ŚWIĘTOKRZYSKIE,2011,2326.0
212085,ES,ŚWIĘTOKRZYSKIE,2012,1841.0
212086,ES,ŚWIĘTOKRZYSKIE,2013,992.0
212087,ES,ŚWIĘTOKRZYSKIE,2014,1037.0
212088,ES,ŚWIĘTOKRZYSKIE,2015,1055.0
212089,ES,ŚWIĘTOKRZYSKIE,2016,1582.0
212090,ES,ŚWIĘTOKRZYSKIE,2017,1447.0
212091,ES,ŚWIĘTOKRZYSKIE,2018,2500.0
212092,ES,ŚWIĘTOKRZYSKIE,2019,1318.0
212671,ES,LUBELSKIE,2005,1461.0
212672,ES,LUBELSKIE,2006,1798.0
212673,ES,LUBELSKIE,2007,1637.0
212674,ES,LUBELSKIE,2008,1657.0
212675,ES,LUBELSKIE,2009,1539.0
212676,ES,LUBELSKIE,2010,1458.0
212677,ES,LUBELSKIE,2011,2429.0
212678,ES,LUBELSKIE,2012,2936.0
212679,ES,LUBELSKIE,2013,2238.0
212680,ES,LUBELSKIE,2014,3019.0
212681,ES,LUBELSKIE,2015,4018.0
212682,ES,LUBELSKIE,2016,2610.0
212683,ES,LUBELSKIE,2017,2805.0
212684,ES,LUBELSKIE,2018,1906.0
212685,ES,LUBELSKIE,2019,2373.0
213400,ES,PODKARPACKIE,2005,1644.0
213401,ES,PODKARPACKIE,2006,2198.0
213402,ES,PODKARPACKIE,2007,2421.0
213403,ES,PODKARPACKIE,2008,3155.0
213404,ES,PODKARPACKIE,2009,2492.0
213405,ES,PODKARPACKIE,2010,3533.0
213406,ES,PODKARPACKIE,2011,4414.0
213407,ES,PODKARPACKIE,2012,4080.0
213408,ES,PODKARPACKIE,2013,2545.0
213409,ES,PODKARPACKIE,2014,3783.0
213410,ES,PODKARPACKIE,2015,3950.0
213411,ES,PODKARPACKIE,2016,2710.0
213412,ES,PODKARPACKIE,2017,3224.0
213413,ES,PODKARPACKIE,2018,3385.0
213414,ES,PODKARPACKIE,2019,2872.0
214391,ES,PODLASKIE,2005,1118.0
214392,ES,PODLASKIE,2006,1311.0
214393,ES,PODLASKIE,2007,1379.0
214394,ES,PODLASKIE,2008,1969.0
214395,ES,PODLASKIE,2009,1152.0
214396,ES,PODLASKIE,2010,1447.0
214397,ES,PODLASKIE,2011,1733.0
214398,ES,PODLASKIE,2012,1707.0
214399,ES,PODLASKIE,2013,1651.0
214400,ES,PODLASKIE,2014,1997.0
214401,ES,PODLASKIE,2015,1941.0
214402,ES,PODLASKIE,2016,1647.0
214403,ES,PODLASKIE,2017,1713.0
214404,ES,PODLASKIE,2018,1907.0
214405,ES,PODLASKIE,2019,1813.0
215024,ES,MAZOWIECKIE,2005,73624.0
215025,ES,MAZOWIECKIE,2006,79917.0
215026,ES,MAZOWIECKIE,2007,85618.0
215027,ES,MAZOWIECKIE,2008,82418.0
215028,ES,MAZOWIECKIE,2009,77714.0
215029,ES,MAZOWIECKIE,2010,77825.0
215030,ES,MAZOWIECKIE,2011,105085.0
215031,ES,MAZOWIECKIE,2012,88280.0
215032,ES,MAZOWIECKIE,2013,89798.0
215033,ES,MAZOWIECKIE,2014,100820.0
215034,ES,MAZOWIECKIE,2015,124288.0
215035,ES,MAZOWIECKIE,2016,137411.0
215036,ES,MAZOWIECKIE,2017,146783.0
215037,ES,MAZOWIECKIE,2018,144134.0
215038,ES,MAZOWIECKIE,2019,116693.0
216947,IE,MAŁOPOLSKIE,2005,25975.0
216948,IE,MAŁOPOLSKIE,2006,49115.0
216949,IE,MAŁOPOLSKIE,2007,77146.0
216950,IE,MAŁOPOLSKIE,2008,62219.0
216951,IE,MAŁOPOLSKIE,2009,50871.0
216952,IE,MAŁOPOLSKIE,2010,50282.0
216953,IE,MAŁOPOLSKIE,2011,43625.0
216954,IE,MAŁOPOLSKIE,2012,41724.0
216955,IE,MAŁOPOLSKIE,2013,39673.0
216956,IE,MAŁOPOLSKIE,2014,40748.0
216957,IE,MAŁOPOLSKIE,2015,51527.0
216958,IE,MAŁOPOLSKIE,2016,63078.0
216959,IE,MAŁOPOLSKIE,2017,68880.0
216960,IE,MAŁOPOLSKIE,2018,68372.0
216961,IE,MAŁOPOLSKIE,2019,70946.0
218296,IE,ŚLĄSKIE,2005,2733.0
218297,IE,ŚLĄSKIE,2006,3417.0
218298,IE,ŚLĄSKIE,2007,5172.0
218299,IE,ŚLĄSKIE,2008,4680.0
218300,IE,ŚLĄSKIE,2009,5470.0
218301,IE,ŚLĄSKIE,2010,7660.0
218302,IE,ŚLĄSKIE,2011,4965.0
218303,IE,ŚLĄSKIE,2012,4353.0
218304,IE,ŚLĄSKIE,2013,3914.0
218305,IE,ŚLĄSKIE,2014,3698.0
218306,IE,ŚLĄSKIE,2015,5432.0
218307,IE,ŚLĄSKIE,2016,5415.0
218308,IE,ŚLĄSKIE,2017,5176.0
218309,IE,ŚLĄSKIE,2018,6149.0
218310,IE,ŚLĄSKIE,2019,6268.0
219648,IE,LUBUSKIE,2005,706.0
219649,IE,LUBUSKIE,2006,1054.0
219650,IE,LUBUSKIE,2007,1642.0
219651,IE,LUBUSKIE,2008,1315.0
219652,IE,LUBUSKIE,2009,906.0
219653,IE,LUBUSKIE,2010,813.0
219654,IE,LUBUSKIE,2011,1068.0
219655,IE,LUBUSKIE,2012,1567.0
